horse_number,horse_name,frame,actual_running_style,position_m,rank,lane,gap_from_leader,race_power,performance_index,late_phase,ability_factor,time,elapsed_time,progress
15,マイユニバース,7,差し,292.417,12,6.22,23.971,70.558,80.631,0.0,0.0,20.412,20.412,0.1438
10,ジューンテイク,5,差し,289.709,13,4.0,26.679,67.114,73.771,0.0,0.0,20.412,20.412,0.1438
13,シェイクユアハート,7,差し,288.386,14,6.22,28.002,67.357,78.592,0.0,0.0,20.412,20.412,0.1438
14,スティンガーグラス,7,差し,287.826,15,6.0,28.562,61.121,77.264,0.0,0.0,20.412,20.412,0.1438
11,シンエンペラー,6,差し,285.689,16,5.22,30.699,54.86,73.209,0.0,0.0,20.412,20.412,0.1438
8,タガノデュード,4,追込,278.663,17,3.0,37.725,71.2,81.806,0.0,0.0,20.412,20.412,0.1438
6,ビザンチンドリーム,3,追込,267.439,18,2.0,48.949,58.422,76.695,0.0,0.0,20.412,20.412,0.1438
16,メイショウタバル,8,逃げ,323.746,1,7.0,0.0,74.557,75.358,0.0,0.0,20.887,20.887,0.1472
12,マイネルエンペラー,6,逃げ,322.245,2,5.0,1.501,52.086,66.306,0.0,0.0,20.887,20.887,0.1472
5,クロワデュノール,3,先行,318.228,3,2.22,5.518,84.154,89.408,0.0,0.0,20.887,20.887,0.1472
2,ミュージアムマイル,1,先行,317.21,4,0.0,6.536,73.195,82.272,0.0,0.0,20.887,20.887,0.1472
17,レガレイラ,8,先行,316.05,5,7.0,7.696,68.507,79.338,0.0,0.0,20.887,20.887,0.1472
9,コスモキュランダ,5,先行,314.619,6,4.22,9.127,64.219,71.241,0.0,0.0,20.887,20.887,0.1472
4,ミクニインスパイア,2,先行,314.256,7,1.0,9.49,62.769,75.093,0.0,0.0,20.887,20.887,0.1472
7,ファミリータイム,4,先行,313.73,8,3.22,10.016,60.592,73.6,0.0,0.0,20.887,20.887,0.1472
3,シュガークン,2,先行,312.566,9,1.22,11.18,52.467,61.843,0.0,0.0,20.887,20.887,0.1472
18,ミステリーウェイ,8,先行,311.214,10,7.0,12.532,43.76,58.039,0.0,0.0,20.887,20.887,0.1472
1,ダノンデサイル,1,差し,301.542,11,0.22,22.204,79.175,85.766,0.0,0.0,20.887,20.887,0.1472
15,マイユニバース,7,差し,299.217,12,6.22,24.529,70.558,80.631,0.0,0.0,20.887,20.887,0.1472
10,ジューンテイク,5,差し,296.446,13,4.0,27.3,67.114,73.771,0.0,0.0,20.887,20.887,0.1472
13,シェイクユアハート,7,差し,295.093,14,6.22,28.653,67.357,78.592,0.0,0.0,20.887,20.887,0.1472
14,スティンガーグラス,7,差し,294.52,15,6.0,29.226,61.121,77.264,0.0,0.0,20.887,20.887,0.1472
11,シンエンペラー,6,差し,292.333,16,5.22,31.413,54.86,73.209,0.0,0.0,20.887,20.887,0.1472
8,タガノデュード,4,追込,285.144,17,3.0,38.602,71.2,81.806,0.0,0.0,20.887,20.887,0.1472
6,ビザンチンドリーム,3,追込,273.658,18,2.0,50.087,58.422,76.695,0.0,0.0,20.887,20.887,0.1472
16,メイショウタバル,8,逃げ,331.104,1,7.0,0.0,74.557,75.358,0.0,0.0,21.362,21.362,0.1505
12,マイネルエンペラー,6,逃げ,329.569,2,5.0,1.535,52.086,66.306,0.0,0.0,21.362,21.362,0.1505
5,クロワデュノール,3,先行,325.46,3,2.22,5.644,84.154,89.408,0.0,0.0,21.362,21.362,0.1505
2,ミュージアムマイル,1,先行,324.419,4,0.0,6.684,73.195,82.272,0.0,0.0,21.362,21.362,0.1505
17,レガレイラ,8,先行,323.232,5,7.0,7.871,68.507,79.338,0.0,0.0,21.362,21.362,0.1505
9,コスモキュランダ,5,先行,321.769,6,4.22,9.335,64.219,71.241,0.0,0.0,21.362,21.362,0.1505
4,ミクニインスパイア,2,先行,321.398,7,1.0,9.705,62.769,75.093,0.0,0.0,21.362,21.362,0.1505
7,ファミリータイム,4,先行,320.86,8,3.22,10.244,60.592,73.6,0.0,0.0,21.362,21.362,0.1505
3,シュガークン,2,先行,319.67,9,1.22,11.434,52.467,61.843,0.0,0.0,21.362,21.362,0.1505
18,ミステリーウェイ,8,先行,318.287,10,7.0,12.817,43.76,58.039,0.0,0.0,21.362,21.362,0.1505
1,ダノンデサイル,1,差し,308.395,11,0.22,22.708,79.175,85.766,0.0,0.0,21.362,21.362,0.1505
15,マイユニバース,7,差し,306.017,12,6.22,25.086,70.558,80.631,0.0,0.0,21.362,21.362,0.1505
10,ジューンテイク,5,差し,303.184,13,4.0,27.92,67.114,73.771,0.0,0.0,21.362,21.362,0.1505
13,シェイクユアハート,7,差し,301.8,14,6.22,29.304,67.357,78.592,0.0,0.0,21.362,21.362,0.1505
14,スティンガーグラス,7,差し,301.213,15,6.0,29.89,61.121,77.264,0.0,0.0,21.362,21.362,0.1505
11,シンエンペラー,6,差し,298.977,16,5.22,32.127,54.86,73.209,0.0,0.0,21.362,21.362,0.1505
8,タガノデュード,4,追込,291.624,17,3.0,39.479,71.2,81.806,0.0,0.0,21.362,21.362,0.1505
6,ビザンチンドリーム,3,追込,279.878,18,2.0,51.226,58.422,76.695,0.0,0.0,21.362,21.362,0.1505
16,メイショウタバル,8,逃げ,338.462,1,7.0,0.0,74.557,75.358,0.0,0.0,21.836,21.836,0.1538
12,マイネルエンペラー,6,逃げ,336.893,2,5.0,1.569,52.086,66.306,0.0,0.0,21.836,21.836,0.1538
5,クロワデュノール,3,先行,332.692,3,2.22,5.769,84.154,89.408,0.0,0.0,21.836,21.836,0.1538
2,ミュージアムマイル,1,先行,331.629,4,0.0,6.833,73.195,82.272,0.0,0.0,21.836,21.836,0.1538
17,レガレイラ,8,先行,330.415,5,7.0,8.046,68.507,79.338,0.0,0.0,21.836,21.836,0.1538
9,コスモキュランダ,5,先行,328.92,6,4.22,9.542,64.219,71.241,0.0,0.0,21.836,21.836,0.1538
4,ミクニインスパイア,2,先行,328.541,7,1.0,9.921,62.769,75.093,0.0,0.0,21.836,21.836,0.1538
7,ファミリータイム,4,先行,327.99,8,3.22,10.472,60.592,73.6,0.0,0.0,21.836,21.836,0.1538
3,シュガークン,2,先行,326.774,9,1.22,11.688,52.467,61.843,0.0,0.0,21.836,21.836,0.1538
18,ミステリーウェイ,8,先行,325.36,10,7.0,13.101,43.76,58.039,0.0,0.0,21.836,21.836,0.1538
1,ダノンデサイル,1,差し,315.249,11,0.22,23.213,79.175,85.766,0.0,0.0,21.836,21.836,0.1538
15,マイユニバース,7,差し,312.818,12,6.22,25.644,70.558,80.631,0.0,0.0,21.836,21.836,0.1538
10,ジューンテイク,5,差し,309.921,13,4.0,28.54,67.114,73.771,0.0,0.0,21.836,21.836,0.1538
13,シェイクユアハート,7,差し,308.506,14,6.22,29.955,67.357,78.592,0.0,0.0,21.836,21.836,0.1538
14,スティンガーグラス,7,差し,307.907,15,6.0,30.555,61.121,77.264,0.0,0.0,21.836,21.836,0.1538
11,シンエンペラー,6,差し,305.62,16,5.22,32.841,54.86,73.209,0.0,0.0,21.836,21.836,0.1538
8,タガノデュード,4,追込,298.105,17,3.0,40.357,71.2,81.806,0.0,0.0,21.836,21.836,0.1538
6,ビザンチンドリーム,3,追込,286.097,18,2.0,52.364,58.422,76.695,0.0,0.0,21.836,21.836,0.1538
16,メイショウタバル,8,逃げ,345.819,1,7.0,0.0,74.557,75.358,0.0,0.0,22.311,22.311,0.1572
12,マイネルエンペラー,6,逃げ,344.216,2,5.0,1.603,52.086,66.306,0.0,0.0,22.311,22.311,0.1572
5,クロワデュノール,3,先行,339.925,3,2.22,5.895,84.154,89.408,0.0,0.0,22.311,22.311,0.1572
2,ミュージアムマイル,1,先行,338.838,4,0.0,6.981,73.195,82.272,0.0,0.0,22.311,22.311,0.1572
17,レガレイラ,8,先行,337.598,5,7.0,8.221,68.507,79.338,0.0,0.0,22.311,22.311,0.1572
9,コスモキュランダ,5,先行,336.07,6,4.22,9.749,64.219,71.241,0.0,0.0,22.311,22.311,0.1572
4,ミクニインスパイア,2,先行,335.683,7,1.0,10.137,62.769,75.093,0.0,0.0,22.311,22.311,0.1572
7,ファミリータイム,4,先行,335.12,8,3.22,10.699,60.592,73.6,0.0,0.0,22.311,22.311,0.1572
3,シュガークン,2,先行,333.877,9,1.22,11.942,52.467,61.843,0.0,0.0,22.311,22.311,0.1572
18,ミステリーウェイ,8,先行,332.433,10,7.0,13.386,43.76,58.039,0.0,0.0,22.311,22.311,0.1572
1,ダノンデサイル,1,差し,322.102,11,0.22,23.718,79.175,85.766,0.0,0.0,22.311,22.311,0.1572
15,マイユニバース,7,差し,319.618,12,6.22,26.201,70.558,80.631,0.0,0.0,22.311,22.311,0.1572
10,ジューンテイク,5,差し,316.658,13,4.0,29.161,67.114,73.771,0.0,0.0,22.311,22.311,0.1572
13,シェイクユアハート,7,差し,315.213,14,6.22,30.607,67.357,78.592,0.0,0.0,22.311,22.311,0.1572
14,スティンガーグラス,7,差し,314.6,15,6.0,31.219,61.121,77.264,0.0,0.0,22.311,22.311,0.1572
11,シンエンペラー,6,差し,312.264,16,5.22,33.555,54.86,73.209,0.0,0.0,22.311,22.311,0.1572
8,タガノデュード,4,追込,304.585,17,3.0,41.234,71.2,81.806,0.0,0.0,22.311,22.311,0.1572
6,ビザンチンドリーム,3,追込,292.317,18,2.0,53.503,58.422,76.695,0.0,0.0,22.311,22.311,0.1572
16,メイショウタバル,8,逃げ,353.177,1,7.0,0.0,74.557,75.358,0.0,0.0,22.786,22.786,0.1605
12,マイネルエンペラー,6,逃げ,351.54,2,5.0,1.637,52.086,66.306,0.0,0.0,22.786,22.786,0.1605
5,クロワデュノール,3,先行,347.157,3,2.22,6.02,84.154,89.408,0.0,0.0,22.786,22.786,0.1605
2,ミュージアムマイル,1,先行,346.047,4,0.0,7.13,73.195,82.272,0.0,0.0,22.786,22.786,0.1605
17,レガレイラ,8,先行,344.781,5,7.0,8.396,68.507,79.338,0.0,0.0,22.786,22.786,0.1605
9,コスモキュランダ,5,先行,343.22,6,4.22,9.957,64.219,71.241,0.0,0.0,22.786,22.786,0.1605
4,ミクニインスパイア,2,先行,342.825,7,1.0,10.352,62.769,75.093,0.0,0.0,22.786,22.786,0.1605
7,ファミリータイム,4,先行,342.25,8,3.22,10.927,60.592,73.6,0.0,0.0,22.786,22.786,0.1605
3,シュガークン,2,先行,340.981,9,1.22,12.196,52.467,61.843,0.0,0.0,22.786,22.786,0.1605
18,ミステリーウェイ,8,先行,339.506,10,7.0,13.671,43.76,58.039,0.0,0.0,22.786,22.786,0.1605
1,ダノンデサイル,1,差し,328.955,11,0.22,24.222,79.175,85.766,0.0,0.0,22.786,22.786,0.1605
15,マイユニバース,7,差し,326.419,12,6.22,26.759,70.558,80.631,0.0,0.0,22.786,22.786,0.1605
10,ジューンテイク,5,差し,323.396,13,4.0,29.781,67.114,73.771,0.0,0.0,22.786,22.786,0.1605
13,シェイクユアハート,7,差し,321.92,14,6.22,31.258,67.357,78.592,0.0,0.0,22.786,22.786,0.1605
14,スティンガーグラス,7,差し,321.294,15,6.0,31.883,61.121,77.264,0.0,0.0,22.786,22.786,0.1605
11,シンエンペラー,6,差し,318.908,16,5.22,34.269,54.86,73.209,0.0,0.0,22.786,22.786,0.1605
8,タガノデュード,4,追込,311.066,17,3.0,42.111,71.2,81.806,0.0,0.0,22.786,22.786,0.1605
6,ビザンチンドリーム,3,追込,298.536,18,2.0,54.641,58.422,76.695,0.0,0.0,22.786,22.786,0.1605
16,メイショウタバル,8,逃げ,360.535,1,7.0,0.0,74.557,75.358,0.0,0.0,23.26,23.26,0.1639
12,マイネルエンペラー,6,逃げ,358.864,2,5.0,1.671,52.086,66.306,0.0,0.0,23.26,23.26,0.1639
5,クロワデュノール,3,先行,354.39,3,2.22,6.145,84.154,89.408,0.0,0.0,23.26,23.26,0.1639
2,ミュージアムマイル,1,先行,353.257,4,0.0,7.278,73.195,82.272,0.0,0.0,23.26,23.26,0.1639
17,レガレイラ,8,先行,351.964,5,7.0,8.571,68.507,79.338,0.0,0.0,23.26,23.26,0.1639
9,コスモキュランダ,5,先行,350.371,6,4.22,10.164,64.219,71.241,0.0,0.0,23.26,23.26,0.1639
4,ミクニインスパイア,2,先行,349.967,7,1.0,10.568,62.769,75.093,0.0,0.0,23.26,23.26,0.1639
7,ファミリータイム,4,先行,349.381,8,3.22,11.155,60.592,73.6,0.0,0.0,23.26,23.26,0.1639
3,シュガークン,2,先行,348.085,9,1.22,12.45,52.467,61.843,0.0,0.0,23.26,23.26,0.1639
18,ミステリーウェイ,8,先行,346.579,10,7.0,13.956,43.76,58.039,0.0,0.0,23.26,23.26,0.1639
1,ダノンデサイル,1,差し,335.808,11,0.22,24.727,79.175,85.766,0.0,0.0,23.26,23.26,0.1639
15,マイユニバース,7,差し,333.219,12,6.22,27.316,70.558,80.631,0.0,0.0,23.26,23.26,0.1639
10,ジューンテイク,5,差し,330.133,13,4.0,30.402,67.114,73.771,0.0,0.0,23.26,23.26,0.1639
13,シェイクユアハート,7,差し,328.626,14,6.22,31.909,67.357,78.592,0.0,0.0,23.26,23.26,0.1639
14,スティンガーグラス,7,差し,327.988,15,6.0,32.547,61.121,77.264,0.0,0.0,23.26,23.26,0.1639
11,シンエンペラー,6,差し,325.552,16,5.22,34.983,54.86,73.209,0.0,0.0,23.26,23.26,0.1639
8,タガノデュード,4,追込,317.546,17,3.0,42.989,71.2,81.806,0.0,0.0,23.26,23.26,0.1639
6,ビザンチンドリーム,3,追込,304.756,18,2.0,55.779,58.422,76.695,0.0,0.0,23.26,23.26,0.1639
16,メイショウタバル,8,逃げ,367.893,1,7.0,0.0,74.557,75.358,0.0,0.0,23.735,23.735,0.1672
12,マイネルエンペラー,6,逃げ,366.188,2,5.0,1.705,52.086,66.306,0.0,0.0,23.735,23.735,0.1672
5,クロワデュノール,3,先行,361.622,3,2.22,6.271,84.154,89.408,0.0,0.0,23.735,23.735,0.1672
2,ミュージアムマイル,1,先行,360.466,4,0.0,7.427,73.195,82.272,0.0,0.0,23.735,23.735,0.1672
17,レガレイラ,8,先行,359.147,5,7.0,8.746,68.507,79.338,0.0,0.0,23.735,23.735,0.1672
9,コスモキュランダ,5,先行,357.521,6,4.22,10.372,64.219,71.241,0.0,0.0,23.735,23.735,0.1672
4,ミクニインスパイア,2,先行,357.109,7,1.0,10.784,62.769,75.093,0.0,0.0,23.735,23.735,0.1672
7,ファミリータイム,4,先行,356.511,8,3.22,11.382,60.592,73.6,0.0,0.0,23.735,23.735,0.1672
3,シュガークン,2,先行,355.189,9,1.22,12.704,52.467,61.843,0.0,0.0,23.735,23.735,0.1672
18,ミステリーウェイ,8,先行,353.652,10,7.0,14.241,43.76,58.039,0.0,0.0,23.735,23.735,0.1672
1,ダノンデサイル,1,差し,342.661,11,0.22,25.231,79.175,85.766,0.0,0.0,23.735,23.735,0.1672
15,マイユニバース,7,差し,340.019,12,6.22,27.874,70.558,80.631,0.0,0.0,23.735,23.735,0.1672
10,ジューンテイク,5,差し,336.871,13,4.0,31.022,67.114,73.771,0.0,0.0,23.735,23.735,0.1672
13,シェイクユアハート,7,差し,335.333,14,6.22,32.56,67.357,78.592,0.0,0.0,23.735,23.735,0.1672
14,スティンガーグラス,7,差し,334.681,15,6.0,33.212,61.121,77.264,0.0,0.0,23.735,23.735,0.1672
11,シンエンペラー,6,差し,332.196,16,5.22,35.697,54.86,73.209,0.0,0.0,23.735,23.735,0.1672
8,タガノデュード,4,追込,324.027,17,3.0,43.866,71.2,81.806,0.0,0.0,23.735,23.735,0.1672
6,ビザンチンドリーム,3,追込,310.975,18,2.0,56.918,58.422,76.695,0.0,0.0,23.735,23.735,0.1672
16,メイショウタバル,8,逃げ,375.251,1,7.0,0.0,74.557,75.358,0.0,0.0,24.21,24.21,0.1706
12,マイネルエンペラー,6,逃げ,373.511,2,5.0,1.739,52.086,66.306,0.0,0.0,24.21,24.21,0.1706
5,クロワデュノール,3,先行,368.855,3,2.22,6.396,84.154,89.408,0.0,0.0,24.21,24.21,0.1706
2,ミュージアムマイル,1,先行,367.675,4,0.0,7.575,73.195,82.272,0.0,0.0,24.21,24.21,0.1706
17,レガレイラ,8,先行,366.33,5,7.0,8.921,68.507,79.338,0.0,0.0,24.21,24.21,0.1706
9,コスモキュランダ,5,先行,364.672,6,4.22,10.579,64.219,71.241,0.0,0.0,24.21,24.21,0.1706
4,ミクニインスパイア,2,先行,364.251,7,1.0,10.999,62.769,75.093,0.0,0.0,24.21,24.21,0.1706
7,ファミリータイム,4,先行,363.641,8,3.22,11.61,60.592,73.6,0.0,0.0,24.21,24.21,0.1706
3,シュガークン,2,先行,362.293,9,1.22,12.958,52.467,61.843,0.0,0.0,24.21,24.21,0.1706
18,ミステリーウェイ,8,先行,360.725,10,7.0,14.525,43.76,58.039,0.0,0.0,24.21,24.21,0.1706
1,ダノンデサイル,1,差し,349.515,11,0.22,25.736,79.175,85.766,0.0,0.0,24.21,24.21,0.1706
15,マイユニバース,7,差し,346.82,12,6.22,28.431,70.558,80.631,0.0,0.0,24.21,24.21,0.1706
10,ジューンテイク,5,差し,343.608,13,4.0,31.643,67.114,73.771,0.0,0.0,24.21,24.21,0.1706
13,シェイクユアハート,7,差し,342.039,14,6.22,33.211,67.357,78.592,0.0,0.0,24.21,24.21,0.1706
14,スティンガーグラス,7,差し,341.375,15,6.0,33.876,61.121,77.264,0.0,0.0,24.21,24.21,0.1706
11,シンエンペラー,6,差し,338.84,16,5.22,36.411,54.86,73.209,0.0,0.0,24.21,24.21,0.1706
8,タガノデュード,4,追込,330.507,17,3.0,44.743,71.2,81.806,0.0,0.0,24.21,24.21,0.1706
6,ビザンチンドリーム,3,追込,317.195,18,2.0,58.056,58.422,76.695,0.0,0.0,24.21,24.21,0.1706
16,メイショウタバル,8,逃げ,382.609,1,7.0,0.0,74.557,75.358,0.0,0.0,24.684,24.684,0.1739
12,マイネルエンペラー,6,逃げ,380.835,2,5.0,1.774,52.086,66.306,0.0,0.0,24.684,24.684,0.1739
5,クロワデュノール,3,先行,376.087,3,2.22,6.522,84.154,89.408,0.0,0.0,24.684,24.684,0.1739
2,ミュージアムマイル,1,先行,374.885,4,0.0,7.724,73.195,82.272,0.0,0.0,24.684,24.684,0.1739
17,レガレイラ,8,先行,373.513,5,7.0,9.096,68.507,79.338,0.0,0.0,24.684,24.684,0.1739
9,コスモキュランダ,5,先行,371.822,6,4.22,10.787,64.219,71.241,0.0,0.0,24.684,24.684,0.1739
4,ミクニインスパイア,2,先行,371.394,7,1.0,11.215,62.769,75.093,0.0,0.0,24.684,24.684,0.1739
7,ファミリータイム,4,先行,370.771,8,3.22,11.837,60.592,73.6,0.0,0.0,24.684,24.684,0.1739
3,シュガークン,2,先行,369.396,9,1.22,13.212,52.467,61.843,0.0,0.0,24.684,24.684,0.1739
18,ミステリーウェイ,8,先行,367.798,10,7.0,14.81,43.76,58.039,0.0,0.0,24.684,24.684,0.1739
1,ダノンデサイル,1,差し,356.368,11,0.22,26.241,79.175,85.766,0.0,0.0,24.684,24.684,0.1739
15,マイユニバース,7,差し,353.62,12,6.22,28.989,70.558,80.631,0.0,0.0,24.684,24.684,0.1739
10,ジューンテイク,5,差し,350.346,13,4.0,32.263,67.114,73.771,0.0,0.0,24.684,24.684,0.1739
13,シェイクユアハート,7,差し,348.746,14,6.22,33.863,67.357,78.592,0.0,0.0,24.684,24.684,0.1739
14,スティンガーグラス,7,差し,348.069,15,6.0,34.54,61.121,77.264,0.0,0.0,24.684,24.684,0.1739
11,シンエンペラー,6,差し,345.484,16,5.22,37.125,54.86,73.209,0.0,0.0,24.684,24.684,0.1739
8,タガノデュード,4,追込,336.988,17,3.0,45.621,71.2,81.806,0.0,0.0,24.684,24.684,0.1739
6,ビザンチンドリーム,3,追込,323.414,18,2.0,59.194,58.422,76.695,0.0,0.0,24.684,24.684,0.1739
16,メイショウタバル,8,逃げ,389.967,1,7.0,0.0,74.557,75.358,0.0,0.0,25.159,25.159,0.1773
12,マイネルエンペラー,6,逃げ,388.159,2,5.0,1.808,52.086,66.306,0.0,0.0,25.159,25.159,0.1773
5,クロワデュノール,3,先行,383.32,3,2.22,6.647,84.154,89.408,0.0,0.0,25.159,25.159,0.1773
2,ミュージアムマイル,1,先行,382.094,4,0.0,7.873,73.195,82.272,0.0,0.0,25.159,25.159,0.1773
17,レガレイラ,8,先行,380.696,5,7.0,9.271,68.507,79.338,0.0,0.0,25.159,25.159,0.1773
9,コスモキュランダ,5,先行,378.973,6,4.22,10.994,64.219,71.241,0.0,0.0,25.159,25.159,0.1773
4,ミクニインスパイア,2,先行,378.536,7,1.0,11.431,62.769,75.093,0.0,0.0,25.159,25.159,0.1773
7,ファミリータイム,4,先行,377.901,8,3.22,12.065,60.592,73.6,0.0,0.0,25.159,25.159,0.1773
3,シュガークン,2,先行,376.5,9,1.22,13.466,52.467,61.843,0.0,0.0,25.159,25.159,0.1773
18,ミステリーウェイ,8,先行,374.871,10,7.0,15.095,43.76,58.039,0.0,0.0,25.159,25.159,0.1773
1,ダノンデサイル,1,差し,363.221,11,0.22,26.745,79.175,85.766,0.0,0.0,25.159,25.159,0.1773
15,マイユニバース,7,差し,360.42,12,6.22,29.546,70.558,80.631,0.0,0.0,25.159,25.159,0.1773
10,ジューンテイク,5,差し,357.083,13,4.0,32.884,67.114,73.771,0.0,0.0,25.159,25.159,0.1773
13,シェイクユアハート,7,差し,355.453,14,6.22,34.514,67.357,78.592,0.0,0.0,25.159,25.159,0.1773
14,スティンガーグラス,7,差し,354.762,15,6.0,35.204,61.121,77.264,0.0,0.0,25.159,25.159,0.1773
11,シンエンペラー,6,差し,352.128,16,5.22,37.839,54.86,73.209,0.0,0.0,25.159,25.159,0.1773
8,タガノデュード,4,追込,343.469,17,3.0,46.498,71.2,81.806,0.0,0.0,25.159,25.159,0.1773
6,ビザンチンドリーム,3,追込,329.634,18,2.0,60.333,58.422,76.695,0.0,0.0,25.159,25.159,0.1773
16,メイショウタバル,8,逃げ,397.324,1,7.0,0.0,74.557,75.358,0.0,0.0,25.634,25.634,0.1806
12,マイネルエンペラー,6,逃げ,395.483,2,5.0,1.842,52.086,66.306,0.0,0.0,25.634,25.634,0.1806
5,クロワデュノール,3,先行,390.552,3,2.22,6.772,84.154,89.408,0.0,0.0,25.634,25.634,0.1806
2,ミュージアムマイル,1,先行,389.303,4,0.0,8.021,73.195,82.272,0.0,0.0,25.634,25.634,0.1806
17,レガレイラ,8,先行,387.879,5,7.0,9.445,68.507,79.338,0.0,0.0,25.634,25.634,0.1806
9,コスモキュランダ,5,先行,386.123,6,4.22,11.201,64.219,71.241,0.0,0.0,25.634,25.634,0.1806
4,ミクニインスパイア,2,先行,385.678,7,1.0,11.646,62.769,75.093,0.0,0.0,25.634,25.634,0.1806
7,ファミリータイム,4,先行,385.032,8,3.22,12.293,60.592,73.6,0.0,0.0,25.634,25.634,0.1806
3,シュガークン,2,先行,383.604,9,1.22,13.721,52.467,61.843,0.0,0.0,25.634,25.634,0.1806
18,ミステリーウェイ,8,先行,381.945,10,7.0,15.38,43.76,58.039,0.0,0.0,25.634,25.634,0.1806
1,ダノンデサイル,1,差し,370.074,11,0.22,27.25,79.175,85.766,0.0,0.0,25.634,25.634,0.1806
15,マイユニバース,7,差し,367.221,12,6.22,30.104,70.558,80.631,0.0,0.0,25.634,25.634,0.1806
10,ジューンテイク,5,差し,363.82,13,4.0,33.504,67.114,73.771,0.0,0.0,25.634,25.634,0.1806
13,シェイクユアハート,7,差し,362.159,14,6.22,35.165,67.357,78.592,0.0,0.0,25.634,25.634,0.1806
14,スティンガーグラス,7,差し,361.456,15,6.0,35.869,61.121,77.264,0.0,0.0,25.634,25.634,0.1806
11,シンエンペラー,6,差し,358.772,16,5.22,38.553,54.86,73.209,0.0,0.0,25.634,25.634,0.1806
8,タガノデュード,4,追込,349.949,17,3.0,47.375,71.2,81.806,0.0,0.0,25.634,25.634,0.1806
6,ビザンチンドリーム,3,追込,335.853,18,2.0,61.471,58.422,76.695,0.0,0.0,25.634,25.634,0.1806
16,メイショウタバル,8,逃げ,404.682,1,7.0,0.0,74.557,75.358,0.0,0.0,26.109,26.109,0.1839
12,マイネルエンペラー,6,逃げ,402.806,2,5.0,1.876,52.086,66.306,0.0,0.0,26.109,26.109,0.1839
5,クロワデュノール,3,先行,397.784,3,2.22,6.898,84.154,89.408,0.0,0.0,26.109,26.109,0.1839
2,ミュージアムマイル,1,先行,396.513,4,0.0,8.17,73.195,82.272,0.0,0.0,26.109,26.109,0.1839
17,レガレイラ,8,先行,395.062,5,7.0,9.62,68.507,79.338,0.0,0.0,26.109,26.109,0.1839
9,コスモキュランダ,5,先行,393.273,6,4.22,11.409,64.219,71.241,0.0,0.0,26.109,26.109,0.1839
4,ミクニインスパイア,2,先行,392.82,7,1.0,11.862,62.769,75.093,0.0,0.0,26.109,26.109,0.1839
7,ファミリータイム,4,先行,392.162,8,3.22,12.52,60.592,73.6,0.0,0.0,26.109,26.109,0.1839
3,シュガークン,2,先行,390.708,9,1.22,13.975,52.467,61.843,0.0,0.0,26.109,26.109,0.1839
18,ミステリーウェイ,8,先行,389.018,10,7.0,15.665,43.76,58.039,0.0,0.0,26.109,26.109,0.1839
1,ダノンデサイル,1,差し,376.928,11,0.22,27.755,79.175,85.766,0.0,0.0,26.109,26.109,0.1839
15,マイユニバース,7,差し,374.021,12,6.22,30.661,70.558,80.631,0.0,0.0,26.109,26.109,0.1839
10,ジューンテイク,5,差し,370.558,13,4.0,34.124,67.114,73.771,0.0,0.0,26.109,26.109,0.1839
13,シェイクユアハート,7,差し,368.866,14,6.22,35.816,67.357,78.592,0.0,0.0,26.109,26.109,0.1839
14,スティンガーグラス,7,差し,368.149,15,6.0,36.533,61.121,77.264,0.0,0.0,26.109,26.109,0.1839
11,シンエンペラー,6,差し,365.416,16,5.22,39.267,54.86,73.209,0.0,0.0,26.109,26.109,0.1839
8,タガノデュード,4,追込,356.43,17,3.0,48.253,71.2,81.806,0.0,0.0,26.109,26.109,0.1839
6,ビザンチンドリーム,3,追込,342.073,18,2.0,62.609,58.422,76.695,0.0,0.0,26.109,26.109,0.1839
16,メイショウタバル,8,逃げ,412.04,1,7.0,0.0,74.557,75.358,0.0,0.0,26.583,26.583,0.1873
12,マイネルエンペラー,6,逃げ,410.13,2,5.0,1.91,52.086,66.306,0.0,0.0,26.583,26.583,0.1873
5,クロワデュノール,3,先行,405.017,3,2.22,7.023,84.154,89.408,0.0,0.0,26.583,26.583,0.1873
2,ミュージアムマイル,1,先行,403.722,4,0.0,8.318,73.195,82.272,0.0,0.0,26.583,26.583,0.1873
17,レガレイラ,8,先行,402.245,5,7.0,9.795,68.507,79.338,0.0,0.0,26.583,26.583,0.1873
9,コスモキュランダ,5,先行,400.424,6,4.22,11.616,64.219,71.241,0.0,0.0,26.583,26.583,0.1873
4,ミクニインスパイア,2,先行,399.962,7,1.0,12.078,62.769,75.093,0.0,0.0,26.583,26.583,0.1873
7,ファミリータイム,4,先行,399.292,8,3.22,12.748,60.592,73.6,0.0,0.0,26.583,26.583,0.1873
3,シュガークン,2,先行,397.811,9,1.22,14.229,52.467,61.843,0.0,0.0,26.583,26.583,0.1873
18,ミステリーウェイ,8,先行,396.091,10,7.0,15.95,43.76,58.039,0.0,0.0,26.583,26.583,0.1873
1,ダノンデサイル,1,差し,383.781,11,0.22,28.259,79.175,85.766,0.0,0.0,26.583,26.583,0.1873
15,マイユニバース,7,差し,380.822,12,6.22,31.219,70.558,80.631,0.0,0.0,26.583,26.583,0.1873
10,ジューンテイク,5,差し,377.295,13,4.0,34.745,67.114,73.771,0.0,0.0,26.583,26.583,0.1873
13,シェイクユアハート,7,差し,375.573,14,6.22,36.467,67.357,78.592,0.0,0.0,26.583,26.583,0.1873
